REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2023/03/01 00:05:00,7585.95,90.20,TRADE
NSW1,2023/03/01 00:10:00,7430.03,90.20,TRADE
NSW1,2023/03/01 00:15:00,7453.2,90.20,TRADE
NSW1,2023/03/01 00:20:00,7403.73,88.88,TRADE
NSW1,2023/03/01 00:25:00,7381.58,88.66,TRADE
NSW1,2023/03/01 00:30:00,7302.97,88.88,TRADE
NSW1,2023/03/01 00:35:00,7347.51,89.52,TRADE
NSW1,2023/03/01 00:40:00,7301.85,88.88,TRADE
NSW1,2023/03/01 00:45:00,7236.37,88.88,TRADE
NSW1,2023/03/01 00:50:00,7222.51,85.82,TRADE
NSW1,2023/03/01 00:55:00,7087.23,77.10,TRADE
NSW1,2023/03/01 01:00:00,7063.42,70.27,TRADE
NSW1,2023/03/01 01:05:00,7083.68,89,TRADE
NSW1,2023/03/01 01:10:00,7012.66,78.64,TRADE
NSW1,2023/03/01 01:15:00,6956.85,82.18,TRADE
NSW1,2023/03/01 01:20:00,6920.82,78.76,TRADE
NSW1,2023/03/01 01:25:00,6892.07,79.14,TRADE
NSW1,2023/03/01 01:30:00,6796.73,68.86,TRADE
NSW1,2023/03/01 01:35:00,6826.07,79.42,TRADE
NSW1,2023/03/01 01:40:00,6772.42,68.86,TRADE
NSW1,2023/03/01 01:45:00,6811.19,70.04,TRADE
NSW1,2023/03/01 01:50:00,6678.4,68.86,TRADE
NSW1,2023/03/01 01:55:00,6638.08,68.86,TRADE
NSW1,2023/03/01 02:00:00,6671.02,69.17,TRADE
NSW1,2023/03/01 02:05:00,6658.39,70.64,TRADE
NSW1,2023/03/01 02:10:00,6570.3,69.71,TRADE
NSW1,2023/03/01 02:15:00,6590.8,68.86,TRADE
NSW1,2023/03/01 02:20:00,6590.28,68.86,TRADE
NSW1,2023/03/01 02:25:00,6585.14,69.24,TRADE
NSW1,2023/03/01 02:30:00,6517.33,68.84,TRADE
NSW1,2023/03/01 02:35:00,6544.34,68.86,TRADE
NSW1,2023/03/01 02:40:00,6532.97,68.86,TRADE
NSW1,2023/03/01 02:45:00,6533.46,68.86,TRADE
NSW1,2023/03/01 02:50:00,6551.83,68.86,TRADE
NSW1,2023/03/01 02:55:00,6557.26,68.86,TRADE
NSW1,2023/03/01 03:00:00,6548.95,68.86,TRADE
NSW1,2023/03/01 03:05:00,6558.86,68.86,TRADE
NSW1,2023/03/01 03:10:00,6536.48,68.86,TRADE
NSW1,2023/03/01 03:15:00,6555.51,68.86,TRADE
NSW1,2023/03/01 03:20:00,6525.45,68.86,TRADE
NSW1,2023/03/01 03:25:00,6569.82,69.79,TRADE
NSW1,2023/03/01 03:30:00,6577.37,69.81,TRADE
NSW1,2023/03/01 03:35:00,6555.4,70.27,TRADE
NSW1,2023/03/01 03:40:00,6623.16,70.74,TRADE
NSW1,2023/03/01 03:45:00,6545.23,69.75,TRADE
NSW1,2023/03/01 03:50:00,6626.38,76.51,TRADE
NSW1,2023/03/01 03:55:00,6621.04,76.53,TRADE
NSW1,2023/03/01 04:00:00,6666.92,77.24,TRADE
NSW1,2023/03/01 04:05:00,6661.26,89,TRADE
NSW1,2023/03/01 04:10:00,6802.36,90.20,TRADE
NSW1,2023/03/01 04:15:00,6834.53,90.20,TRADE
NSW1,2023/03/01 04:20:00,6907.26,93.90,TRADE
NSW1,2023/03/01 04:25:00,6904.22,90.20,TRADE
NSW1,2023/03/01 04:30:00,6923.76,93.14,TRADE
NSW1,2023/03/01 04:35:00,6965.71,90.20,TRADE
NSW1,2023/03/01 04:40:00,7008.67,94.14,TRADE
NSW1,2023/03/01 04:45:00,7016.49,93.42,TRADE
NSW1,2023/03/01 04:50:00,7058.03,106.69,TRADE
NSW1,2023/03/01 04:55:00,7103.69,107.34,TRADE
NSW1,2023/03/01 05:00:00,7110.61,109,TRADE
NSW1,2023/03/01 05:05:00,7258.27,109,TRADE
NSW1,2023/03/01 05:10:00,7368.36,125.45,TRADE
NSW1,2023/03/01 05:15:00,7504.3,135.34,TRADE
NSW1,2023/03/01 05:20:00,7568.34,134.72,TRADE
NSW1,2023/03/01 05:25:00,7687.59,147,TRADE
NSW1,2023/03/01 05:30:00,7694.89,139.73,TRADE
NSW1,2023/03/01 05:35:00,7825.3,118.99,TRADE
NSW1,2023/03/01 05:40:00,7870.83,116.80,TRADE
NSW1,2023/03/01 05:45:00,7876.39,118.99,TRADE
NSW1,2023/03/01 05:50:00,7984.44,133.54,TRADE
NSW1,2023/03/01 05:55:00,7989.18,128.80,TRADE
NSW1,2023/03/01 06:00:00,7962.31,137.03,TRADE
NSW1,2023/03/01 06:05:00,8021.61,108.06,TRADE
NSW1,2023/03/01 06:10:00,8040,106,TRADE
NSW1,2023/03/01 06:15:00,8030.86,133.71,TRADE
NSW1,2023/03/01 06:20:00,8134.14,146.95,TRADE
NSW1,2023/03/01 06:25:00,8136.75,145.24,TRADE
NSW1,2023/03/01 06:30:00,8111.81,112.69,TRADE
NSW1,2023/03/01 06:35:00,8203.14,113.68,TRADE
NSW1,2023/03/01 06:40:00,8207.2,112.55,TRADE
NSW1,2023/03/01 06:45:00,8196.98,92.04,TRADE
NSW1,2023/03/01 06:50:00,8103.45,86.72,TRADE
NSW1,2023/03/01 06:55:00,8125.7,89,TRADE
NSW1,2023/03/01 07:00:00,8071.39,73.29,TRADE
NSW1,2023/03/01 07:05:00,8174.82,77.34,TRADE
NSW1,2023/03/01 07:10:00,8134.17,76.29,TRADE
NSW1,2023/03/01 07:15:00,8105.7,75.42,TRADE
NSW1,2023/03/01 07:20:00,7943.38,73.85,TRADE
NSW1,2023/03/01 07:25:00,8040.17,74.80,TRADE
NSW1,2023/03/01 07:30:00,7930.76,67.01,TRADE
NSW1,2023/03/01 07:35:00,7941.93,73.26,TRADE
NSW1,2023/03/01 07:40:00,8005.38,73.95,TRADE
NSW1,2023/03/01 07:45:00,7933.28,73.19,TRADE
NSW1,2023/03/01 07:50:00,7979.04,67.01,TRADE
NSW1,2023/03/01 07:55:00,7996.48,67.01,TRADE
NSW1,2023/03/01 08:00:00,7993.2,68.84,TRADE
NSW1,2023/03/01 08:05:00,7973.09,89.78,TRADE
NSW1,2023/03/01 08:10:00,8045.1,90.20,TRADE
NSW1,2023/03/01 08:15:00,8008.92,68.84,TRADE
NSW1,2023/03/01 08:20:00,8091.39,68.84,TRADE
NSW1,2023/03/01 08:25:00,8062.67,69.97,TRADE
NSW1,2023/03/01 08:30:00,7998.08,60,TRADE
NSW1,2023/03/01 08:35:00,7974.79,79.73,TRADE
NSW1,2023/03/01 08:40:00,7917.72,68.84,TRADE
NSW1,2023/03/01 08:45:00,7855.63,68.84,TRADE
NSW1,2023/03/01 08:50:00,7836.35,68.84,TRADE
NSW1,2023/03/01 08:55:00,7824.93,65.32,TRADE
NSW1,2023/03/01 09:00:00,7705.87,25.28,TRADE
NSW1,2023/03/01 09:05:00,7715.94,60,TRADE
NSW1,2023/03/01 09:10:00,7677.88,67.01,TRADE
NSW1,2023/03/01 09:15:00,7563.45,5.62,TRADE
NSW1,2023/03/01 09:20:00,7458.52,11.32,TRADE
NSW1,2023/03/01 09:25:00,7393.57,16.99,TRADE
NSW1,2023/03/01 09:30:00,7275.07,11.33,TRADE
NSW1,2023/03/01 09:35:00,7280.48,-35.52,TRADE
NSW1,2023/03/01 09:40:00,7165.46,-38.58,TRADE
NSW1,2023/03/01 09:45:00,7152.78,-34.33,TRADE
NSW1,2023/03/01 09:50:00,7170.52,28.39,TRADE
NSW1,2023/03/01 09:55:00,7121.28,31.70,TRADE
NSW1,2023/03/01 10:00:00,7028.47,-38.83,TRADE
NSW1,2023/03/01 10:05:00,7053.37,-33.74,TRADE
NSW1,2023/03/01 10:10:00,7036.95,36.06,TRADE
NSW1,2023/03/01 10:15:00,7041.52,68.84,TRADE
NSW1,2023/03/01 10:20:00,6986.2,42.30,TRADE
NSW1,2023/03/01 10:25:00,7013.56,36.06,TRADE
NSW1,2023/03/01 10:30:00,7036.4,38.76,TRADE
NSW1,2023/03/01 10:35:00,7057.29,58.04,TRADE
NSW1,2023/03/01 10:40:00,7009.21,36.06,TRADE
NSW1,2023/03/01 10:45:00,7112.01,36.06,TRADE
NSW1,2023/03/01 10:50:00,7026.63,-34.61,TRADE
NSW1,2023/03/01 10:55:00,7068.46,-32.47,TRADE
NSW1,2023/03/01 11:00:00,7073.87,-35.26,TRADE
NSW1,2023/03/01 11:05:00,7050.37,-35,TRADE
NSW1,2023/03/01 11:10:00,7184.61,-13.21,TRADE
NSW1,2023/03/01 11:15:00,7203.87,36.06,TRADE
NSW1,2023/03/01 11:20:00,7221.71,41.05,TRADE
NSW1,2023/03/01 11:25:00,7179.52,33.79,TRADE
NSW1,2023/03/01 11:30:00,7233.5,-8.83,TRADE
NSW1,2023/03/01 11:35:00,7209.05,0.76,TRADE
NSW1,2023/03/01 11:40:00,7132.79,35.86,TRADE
NSW1,2023/03/01 11:45:00,7163.73,56.29,TRADE
NSW1,2023/03/01 11:50:00,7196.91,34.42,TRADE
NSW1,2023/03/01 11:55:00,7147.42,34.27,TRADE
NSW1,2023/03/01 12:00:00,7150.65,33.63,TRADE
NSW1,2023/03/01 12:05:00,7123.02,34.26,TRADE
NSW1,2023/03/01 12:10:00,7188.93,36.50,TRADE
NSW1,2023/03/01 12:15:00,7212.22,43.05,TRADE
NSW1,2023/03/01 12:20:00,7160.14,27.82,TRADE
NSW1,2023/03/01 12:25:00,7231.07,33.99,TRADE
NSW1,2023/03/01 12:30:00,7189.21,27.90,TRADE
NSW1,2023/03/01 12:35:00,7271.82,27.38,TRADE
NSW1,2023/03/01 12:40:00,7268.59,-22.45,TRADE
NSW1,2023/03/01 12:45:00,7405.56,-37.99,TRADE
NSW1,2023/03/01 12:50:00,7511.12,37.53,TRADE
NSW1,2023/03/01 12:55:00,7499.42,36.06,TRADE
NSW1,2023/03/01 13:00:00,7616.56,67.01,TRADE
NSW1,2023/03/01 13:05:00,7579.4,46.05,TRADE
NSW1,2023/03/01 13:10:00,7646.93,67.01,TRADE
NSW1,2023/03/01 13:15:00,7610.91,55.05,TRADE
NSW1,2023/03/01 13:20:00,7630.04,38.39,TRADE
NSW1,2023/03/01 13:25:00,7633.98,39.77,TRADE
NSW1,2023/03/01 13:30:00,7610.89,31.17,TRADE
NSW1,2023/03/01 13:35:00,7605.22,43,TRADE
NSW1,2023/03/01 13:40:00,7627.99,68.84,TRADE
NSW1,2023/03/01 13:45:00,7612.19,67.01,TRADE
NSW1,2023/03/01 13:50:00,7688.71,68.84,TRADE
NSW1,2023/03/01 13:55:00,7652.12,79.73,TRADE
NSW1,2023/03/01 14:00:00,7633.87,79.73,TRADE
NSW1,2023/03/01 14:05:00,7597.87,68.84,TRADE
NSW1,2023/03/01 14:10:00,7673.53,68.84,TRADE
NSW1,2023/03/01 14:15:00,7725.42,79.73,TRADE
NSW1,2023/03/01 14:20:00,7752.66,79.73,TRADE
NSW1,2023/03/01 14:25:00,7793.53,79.73,TRADE
NSW1,2023/03/01 14:30:00,7795.02,79.73,TRADE
NSW1,2023/03/01 14:35:00,7878.02,79.73,TRADE
NSW1,2023/03/01 14:40:00,7973.55,79.73,TRADE
NSW1,2023/03/01 14:45:00,8048.21,79.73,TRADE
NSW1,2023/03/01 14:50:00,8070.78,89,TRADE
NSW1,2023/03/01 14:55:00,8084.81,91.25,TRADE
NSW1,2023/03/01 15:00:00,8193.63,79.73,TRADE
NSW1,2023/03/01 15:05:00,8248.44,22.01,TRADE
NSW1,2023/03/01 15:10:00,8305.87,64.33,TRADE
NSW1,2023/03/01 15:15:00,8318.15,56.26,TRADE
NSW1,2023/03/01 15:20:00,8371.66,66.17,TRADE
NSW1,2023/03/01 15:25:00,8424.69,89,TRADE
NSW1,2023/03/01 15:30:00,8481.53,117,TRADE
NSW1,2023/03/01 15:35:00,8527.81,89,TRADE
NSW1,2023/03/01 15:40:00,8660.98,89,TRADE
NSW1,2023/03/01 15:45:00,8667.99,67.79,TRADE
NSW1,2023/03/01 15:50:00,8784.08,117,TRADE
NSW1,2023/03/01 15:55:00,8883.81,115.03,TRADE
NSW1,2023/03/01 16:00:00,8944.76,111.66,TRADE
NSW1,2023/03/01 16:05:00,8970.27,71.27,TRADE
NSW1,2023/03/01 16:10:00,9019.94,79.18,TRADE
NSW1,2023/03/01 16:15:00,9014.2,103.19,TRADE
NSW1,2023/03/01 16:20:00,9108.68,90.20,TRADE
NSW1,2023/03/01 16:25:00,9286.96,117,TRADE
NSW1,2023/03/01 16:30:00,9287.47,89,TRADE
NSW1,2023/03/01 16:35:00,9317.92,79.73,TRADE
NSW1,2023/03/01 16:40:00,9400.12,90.20,TRADE
NSW1,2023/03/01 16:45:00,9433.92,89,TRADE
NSW1,2023/03/01 16:50:00,9562.39,90.20,TRADE
NSW1,2023/03/01 16:55:00,9577.66,89,TRADE
NSW1,2023/03/01 17:00:00,9612.25,109,TRADE
NSW1,2023/03/01 17:05:00,9556.79,89.50,TRADE
NSW1,2023/03/01 17:10:00,9528.53,88.88,TRADE
NSW1,2023/03/01 17:15:00,9542.65,98.75,TRADE
NSW1,2023/03/01 17:20:00,9627.58,109,TRADE
NSW1,2023/03/01 17:25:00,9595.54,109,TRADE
NSW1,2023/03/01 17:30:00,9656.45,120,TRADE
NSW1,2023/03/01 17:35:00,9553.09,117,TRADE
NSW1,2023/03/01 17:40:00,9592.42,120.07,TRADE
NSW1,2023/03/01 17:45:00,9651.69,150.44,TRADE
NSW1,2023/03/01 17:50:00,9576.91,147,TRADE
NSW1,2023/03/01 17:55:00,9608.79,147,TRADE
NSW1,2023/03/01 18:00:00,9550.92,147,TRADE
NSW1,2023/03/01 18:05:00,9540.06,128.04,TRADE
NSW1,2023/03/01 18:10:00,9458.57,128.02,TRADE
NSW1,2023/03/01 18:15:00,9385.97,126.84,TRADE
NSW1,2023/03/01 18:20:00,9334.55,128.04,TRADE
NSW1,2023/03/01 18:25:00,9413.07,147,TRADE
NSW1,2023/03/01 18:30:00,9375.61,147,TRADE
NSW1,2023/03/01 18:35:00,9371.06,147,TRADE
NSW1,2023/03/01 18:40:00,9328.23,147.96,TRADE
NSW1,2023/03/01 18:45:00,9312.45,128.04,TRADE
NSW1,2023/03/01 18:50:00,9315.39,128.04,TRADE
NSW1,2023/03/01 18:55:00,9276.79,124.53,TRADE
NSW1,2023/03/01 19:00:00,9274.9,120.06,TRADE
NSW1,2023/03/01 19:05:00,9174.81,88.88,TRADE
NSW1,2023/03/01 19:10:00,9219.57,111.97,TRADE
NSW1,2023/03/01 19:15:00,9112.41,117,TRADE
NSW1,2023/03/01 19:20:00,9168.15,120,TRADE
NSW1,2023/03/01 19:25:00,9065.47,120.06,TRADE
NSW1,2023/03/01 19:30:00,9090.01,120,TRADE
NSW1,2023/03/01 19:35:00,9037.04,125.39,TRADE
NSW1,2023/03/01 19:40:00,9020.05,120.06,TRADE
NSW1,2023/03/01 19:45:00,8995.98,117.89,TRADE
NSW1,2023/03/01 19:50:00,8965.49,120.06,TRADE
NSW1,2023/03/01 19:55:00,8942.26,120.06,TRADE
NSW1,2023/03/01 20:00:00,8867.4,115.92,TRADE
NSW1,2023/03/01 20:05:00,8864.54,120.06,TRADE
NSW1,2023/03/01 20:10:00,8822.72,120.06,TRADE
NSW1,2023/03/01 20:15:00,8828.19,120.06,TRADE
NSW1,2023/03/01 20:20:00,8783.64,117,TRADE
NSW1,2023/03/01 20:25:00,8695.26,109.04,TRADE
NSW1,2023/03/01 20:30:00,8685.97,109.04,TRADE
NSW1,2023/03/01 20:35:00,8548.48,117,TRADE
NSW1,2023/03/01 20:40:00,8578.68,109.04,TRADE
NSW1,2023/03/01 20:45:00,8473.43,109,TRADE
NSW1,2023/03/01 20:50:00,8492.12,100.97,TRADE
NSW1,2023/03/01 20:55:00,8360.17,92.53,TRADE
NSW1,2023/03/01 21:00:00,8337.85,87.29,TRADE
NSW1,2023/03/01 21:05:00,8366.5,109.04,TRADE
NSW1,2023/03/01 21:10:00,8300.1,98.64,TRADE
NSW1,2023/03/01 21:15:00,8271.07,94.48,TRADE
NSW1,2023/03/01 21:20:00,8231.66,99.14,TRADE
NSW1,2023/03/01 21:25:00,8203.42,91.59,TRADE
NSW1,2023/03/01 21:30:00,8183.83,87.63,TRADE
NSW1,2023/03/01 21:35:00,8165.58,96.36,TRADE
NSW1,2023/03/01 21:40:00,8182.98,98.33,TRADE
NSW1,2023/03/01 21:45:00,8138.71,107.51,TRADE
NSW1,2023/03/01 21:50:00,8073.2,91.68,TRADE
NSW1,2023/03/01 21:55:00,7979.22,89.46,TRADE
NSW1,2023/03/01 22:00:00,8021.6,89.65,TRADE
NSW1,2023/03/01 22:05:00,8030.04,118.99,TRADE
NSW1,2023/03/01 22:10:00,8070.51,122.57,TRADE
NSW1,2023/03/01 22:15:00,8073.5,109.04,TRADE
NSW1,2023/03/01 22:20:00,7931.13,96.25,TRADE
NSW1,2023/03/01 22:25:00,7974.58,98.99,TRADE
NSW1,2023/03/01 22:30:00,7932.14,109.04,TRADE
NSW1,2023/03/01 22:35:00,7874.11,109,TRADE
NSW1,2023/03/01 22:40:00,7897.98,109.04,TRADE
NSW1,2023/03/01 22:45:00,7887.07,109,TRADE
NSW1,2023/03/01 22:50:00,7798.61,96.29,TRADE
NSW1,2023/03/01 22:55:00,7740.23,100.77,TRADE
NSW1,2023/03/01 23:00:00,7729.18,90.20,TRADE
NSW1,2023/03/01 23:05:00,7793.11,109.04,TRADE
NSW1,2023/03/01 23:10:00,7694.89,104.22,TRADE
NSW1,2023/03/01 23:15:00,7731.6,117,TRADE
NSW1,2023/03/01 23:20:00,7638.69,106.29,TRADE
NSW1,2023/03/01 23:25:00,7558.75,91.38,TRADE
NSW1,2023/03/01 23:30:00,7550.29,94.16,TRADE
NSW1,2023/03/01 23:35:00,7563.62,93.57,TRADE
NSW1,2023/03/01 23:40:00,7569.63,94.72,TRADE
NSW1,2023/03/01 23:45:00,7507.79,93.47,TRADE
NSW1,2023/03/01 23:50:00,7482.64,94.76,TRADE
NSW1,2023/03/01 23:55:00,7426.47,93.27,TRADE
NSW1,2023/03/02 00:00:00,7460.98,95.77,TRADE
NSW1,2023/03/02 00:05:00,7395.72,94.76,TRADE
NSW1,2023/03/02 00:10:00,7369.98,108.39,TRADE
NSW1,2023/03/02 00:15:00,7338.06,109,TRADE
NSW1,2023/03/02 00:20:00,7308.14,109,TRADE
NSW1,2023/03/02 00:25:00,7239.28,104.25,TRADE
NSW1,2023/03/02 00:30:00,7226.13,103.04,TRADE
NSW1,2023/03/02 00:35:00,7181.16,95.09,TRADE
NSW1,2023/03/02 00:40:00,7168.93,97.57,TRADE
NSW1,2023/03/02 00:45:00,7140.72,94.76,TRADE
NSW1,2023/03/02 00:50:00,7025.2,89,TRADE
